datetime,current_speed,current_dir,current_source,current_quality,wind_speed,wind_dir,wind_source,wind_quality,interaction,enhancement,flow_direction
2025-08-06 06:00:00,0.07318020380997343,349.2611193543614,PacIOOS_ROMS_Hawaii,model_forecast,17.2,57,OpenMeteo_Forecast,forecast,"{'angle_difference': 67.73888064563857, 'interaction_type': 'current_cross_wind', 'wave_enhancement': 'maximum', 'tidal_enhancement': 0.2, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'prime_enhancement'}",maximum,sunset_to_turtle_bay
2025-08-06 09:00:00,0.11223960290240065,151.1472337903487,PacIOOS_ROMS_Hawaii,model_forecast,17.9,60,OpenMeteo_Forecast,forecast,"{'angle_difference': 91.14723379034871, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.2, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-06 12:00:00,0.08223501020034983,157.58142341115757,PacIOOS_ROMS_Hawaii,model_forecast,12.6,63,OpenMeteo_Forecast,forecast,"{'angle_difference': 94.58142341115757, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-07 06:00:00,0.29478551109080026,320.09354726325796,PacIOOS_ROMS_Hawaii,model_forecast,12.1,53,OpenMeteo_Forecast,forecast,"{'angle_difference': 92.90645273674204, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.1, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-07 09:00:00,0.08336356470034305,6.101418026865048,PacIOOS_ROMS_Hawaii,model_forecast,7.5,73,OpenMeteo_Forecast,forecast,"{'angle_difference': 66.89858197313495, 'interaction_type': 'current_cross_wind', 'wave_enhancement': 'maximum', 'tidal_enhancement': 0.25, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'prime_enhancement'}",maximum,sunset_to_turtle_bay
2025-08-07 12:00:00,0.20786817321683737,152.42395360161362,PacIOOS_ROMS_Hawaii,model_forecast,5.1,86,OpenMeteo_Forecast,forecast,"{'angle_difference': 66.42395360161362, 'interaction_type': 'current_cross_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-07 15:00:00,0.2296520797825677,146.76395781449122,PacIOOS_ROMS_Hawaii,model_forecast,6.3,77,OpenMeteo_Forecast,forecast,"{'angle_difference': 69.76395781449122, 'interaction_type': 'current_cross_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-07 18:00:00,0.22583964376217022,34.87589488397854,PacIOOS_ROMS_Hawaii,model_forecast,6.5,71,OpenMeteo_Forecast,forecast,"{'angle_difference': 36.12410511602146, 'interaction_type': 'current_into_wind_moderate', 'wave_enhancement': 'good', 'tidal_enhancement': 0.2, 'optimal_for_standing_waves': True, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': False, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-08 06:00:00,0.39180101438864623,325.3079607110674,PacIOOS_ROMS_Hawaii,model_forecast,17.1,83,OpenMeteo_Forecast,forecast,"{'angle_difference': 117.69203928893262, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-08 09:00:00,0.37850695560189407,321.4288081877235,PacIOOS_ROMS_Hawaii,model_forecast,16.4,81,OpenMeteo_Forecast,forecast,"{'angle_difference': 119.57119181227648, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.35, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-08 12:00:00,0.09009425895184135,341.81528704336995,PacIOOS_ROMS_Hawaii,model_forecast,14.8,86,OpenMeteo_Forecast,forecast,"{'angle_difference': 104.18471295663005, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.1, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-08 15:00:00,0.06144535687882162,16.162002999812557,PacIOOS_ROMS_Hawaii,model_forecast,15.3,81,OpenMeteo_Forecast,forecast,"{'angle_difference': 64.83799700018744, 'interaction_type': 'current_cross_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-08 18:00:00,0.18413339738942242,18.017367993446967,PacIOOS_ROMS_Hawaii,model_forecast,18.1,83,OpenMeteo_Forecast,forecast,"{'angle_difference': 64.98263200655303, 'interaction_type': 'current_cross_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.1, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-09 06:00:00,0.22732442628767605,321.0297720555568,PacIOOS_ROMS_Hawaii,model_forecast,19.5,86,OpenMeteo_Forecast,forecast,"{'angle_difference': 124.9702279444432, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-09 09:00:00,0.2661710945716375,317.8437540684523,PacIOOS_ROMS_Hawaii,model_forecast,15.8,91,OpenMeteo_Forecast,forecast,"{'angle_difference': 133.1562459315477, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'good', 'tidal_enhancement': 0.25, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'strong_enhancement'}",good,sunset_to_turtle_bay
2025-08-09 12:00:00,0.18871805909799655,322.27019298863377,PacIOOS_ROMS_Hawaii,model_forecast,11.9,87,OpenMeteo_Forecast,forecast,"{'angle_difference': 124.72980701136623, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.1, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-09 15:00:00,0.13051545617540783,334.46288142824454,PacIOOS_ROMS_Hawaii,model_forecast,9.7,86,OpenMeteo_Forecast,forecast,"{'angle_difference': 111.53711857175546, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
2025-08-09 18:00:00,0.11118420050852261,339.35525962685,PacIOOS_ROMS_Hawaii,model_forecast,12.4,73,OpenMeteo_Forecast,forecast,"{'angle_difference': 93.64474037315, 'interaction_type': 'current_angled_with_wind', 'wave_enhancement': 'moderate', 'tidal_enhancement': 0.0, 'optimal_for_standing_waves': False, 'optimal_for_following_waves': False, 'optimal_for_cross_waves': True, 'surfable_conditions': True, 'enhancement_category': 'moderate_enhancement'}",moderate,sunset_to_turtle_bay
